FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
quadra.fid-26cf0271_1572a199e54_12cc,38236,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12cd,38237,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12ce,38237,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12cf,38238,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d0,38238,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d1,38239,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d2,38239,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d3,38240,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d4,38240,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d5,38241,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d6,38241,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d7,38242,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d8,38242,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12d9,38243,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12da,38243,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12db,38244,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12dc,38244,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12dd,38245,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12de,38245,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12df,38246,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e0,38246,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e1,38247,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e2,38247,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e3,38248,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e4,38248,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e5,38249,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e6,38249,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e7,38250,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e8,38250,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12e9,38251,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12ea,38251,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12eb,38252,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12ec,38252,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12ed,38253,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12ee,38253,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12ef,38254,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f0,38254,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f1,38255,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f2,38255,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f3,38256,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f4,38256,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f5,38257,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f6,38257,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f7,38258,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f8,38258,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12f9,38259,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12fa,38259,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12fb,38260,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12fc,38260,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12fd,38261,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12fe,38261,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_12ff,38262,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1300,38262,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1301,38263,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1302,38263,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1303,38264,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1304,38264,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1305,38265,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1306,38265,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1307,38266,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1308,38266,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1309,38267,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_130a,38267,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_130b,38268,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_130c,38268,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_130d,38269,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_130e,38269,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_130f,38270,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1310,38270,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1311,38271,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1312,38271,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1313,38272,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
