FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
quadra.fid-26cf0271_1572a199e54_1314,38272,Quadras Esportivas nas Escolas - Manaus - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,MANAUS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-60.025 -3.102)),0
quadra.fid-26cf0271_1572a199e54_1315,38276,Quadras Esportivas nas Escolas - Urucará - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,URUCARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-57.7542905786015 -2.52972448363035)),0
quadra.fid-26cf0271_1572a199e54_1316,38276,Quadras Esportivas nas Escolas - Urucará - AM - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AM,URUCARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-57.7542905786015 -2.52972448363035)),0
quadra.fid-26cf0271_1572a199e54_1317,38277,Quadras Esportivas nas Escolas - Acará - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ACARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.198941027171195 -1.95419281174123)),0
quadra.fid-26cf0271_1572a199e54_1318,38277,Quadras Esportivas nas Escolas - Acará - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ACARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.198941027171195 -1.95419281174123)),0
quadra.fid-26cf0271_1572a199e54_1319,38278,Quadras Esportivas nas Escolas - Acará - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ACARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.198941027171195 -1.95419281174123)),0
quadra.fid-26cf0271_1572a199e54_131a,38278,Quadras Esportivas nas Escolas - Acará - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ACARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.198941027171195 -1.95419281174123)),0
quadra.fid-26cf0271_1572a199e54_131b,38279,Quadras Esportivas nas Escolas - Acará - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ACARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.198941027171195 -1.95419281174123)),0
quadra.fid-26cf0271_1572a199e54_131c,38279,Quadras Esportivas nas Escolas - Acará - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ACARÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-48.198941027171195 -1.95419281174123)),0
quadra.fid-26cf0271_1572a199e54_131d,38280,Quadras Esportivas nas Escolas - Alenquer - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ALENQUER,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.738829157708196 -1.94658699614206)),0
quadra.fid-26cf0271_1572a199e54_131e,38280,Quadras Esportivas nas Escolas - Alenquer - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ALENQUER,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.738829157708196 -1.94658699614206)),0
quadra.fid-26cf0271_1572a199e54_131f,38281,Quadras Esportivas nas Escolas - Alenquer - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ALENQUER,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.738829157708196 -1.94658699614206)),0
quadra.fid-26cf0271_1572a199e54_1320,38281,Quadras Esportivas nas Escolas - Alenquer - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ALENQUER,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.738829157708196 -1.94658699614206)),0
quadra.fid-26cf0271_1572a199e54_1321,38282,Quadras Esportivas nas Escolas - Alenquer - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ALENQUER,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.738829157708196 -1.94658699614206)),0
quadra.fid-26cf0271_1572a199e54_1322,38282,Quadras Esportivas nas Escolas - Alenquer - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ALENQUER,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.738829157708196 -1.94658699614206)),0
quadra.fid-26cf0271_1572a199e54_1323,38288,Quadras Esportivas nas Escolas - Cametá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,CAMETÁ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-49.49832273706829 -2.24331048512093)),0
quadra.fid-26cf0271_1572a199e54_1324,38288,Quadras Esportivas nas Escolas - Cametá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,CAMETÁ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-49.49832273706829 -2.24331048512093)),0
quadra.fid-26cf0271_1572a199e54_1325,38289,Quadras Esportivas nas Escolas - Chaves - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,CHAVES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.9874469704598 -0.164500815633065)),0
quadra.fid-26cf0271_1572a199e54_1326,38289,Quadras Esportivas nas Escolas - Chaves - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,CHAVES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.9874469704598 -0.164500815633065)),0
quadra.fid-26cf0271_1572a199e54_1327,38290,Quadras Esportivas nas Escolas - Eldorado dos Carajás - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ELDORADO DOS CARAJÁS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.35569982981579 -6.10427852768989)),0
quadra.fid-26cf0271_1572a199e54_1328,38290,Quadras Esportivas nas Escolas - Eldorado dos Carajás - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ELDORADO DOS CARAJÁS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.35569982981579 -6.10427852768989)),0
quadra.fid-26cf0271_1572a199e54_1329,38291,Quadras Esportivas nas Escolas - Gurupá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,GURUPÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.6342938700787 -1.41447828540123)),0
quadra.fid-26cf0271_1572a199e54_132a,38291,Quadras Esportivas nas Escolas - Gurupá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,GURUPÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-51.6342938700787 -1.41447828540123)),0
quadra.fid-26cf0271_1572a199e54_132b,38292,Quadras Esportivas nas Escolas - Jacundá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,JACUNDÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.1157078962645 -4.44654971916046)),0
quadra.fid-26cf0271_1572a199e54_132c,38292,Quadras Esportivas nas Escolas - Jacundá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,JACUNDÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.1157078962645 -4.44654971916046)),0
quadra.fid-26cf0271_1572a199e54_132d,38293,Quadras Esportivas nas Escolas - Jacundá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,JACUNDÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.1157078962645 -4.44654971916046)),0
quadra.fid-26cf0271_1572a199e54_132e,38293,Quadras Esportivas nas Escolas - Jacundá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,JACUNDÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.1157078962645 -4.44654971916046)),0
quadra.fid-26cf0271_1572a199e54_132f,38294,Quadras Esportivas nas Escolas - Jacundá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,JACUNDÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.1157078962645 -4.44654971916046)),0
quadra.fid-26cf0271_1572a199e54_1330,38294,Quadras Esportivas nas Escolas - Jacundá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,JACUNDÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.1157078962645 -4.44654971916046)),0
quadra.fid-26cf0271_1572a199e54_1331,38295,Quadras Esportivas nas Escolas - Jacundá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,JACUNDÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.1157078962645 -4.44654971916046)),0
quadra.fid-26cf0271_1572a199e54_1332,38295,Quadras Esportivas nas Escolas - Jacundá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,JACUNDÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.1157078962645 -4.44654971916046)),0
quadra.fid-26cf0271_1572a199e54_1333,38296,Quadras Esportivas nas Escolas - Mãe do Rio - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MÃE DO RIO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-47.560567241794296 -2.05719371792689)),0
quadra.fid-26cf0271_1572a199e54_1334,38296,Quadras Esportivas nas Escolas - Mãe do Rio - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MÃE DO RIO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-47.560567241794296 -2.05719371792689)),0
quadra.fid-26cf0271_1572a199e54_1335,38297,Quadras Esportivas nas Escolas - Maracanã - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MARACANÃ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.4524051896475 -0.779250420731747)),0
quadra.fid-26cf0271_1572a199e54_1336,38297,Quadras Esportivas nas Escolas - Maracanã - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MARACANÃ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.4524051896475 -0.779250420731747)),0
quadra.fid-26cf0271_1572a199e54_1337,38298,Quadras Esportivas nas Escolas - Melgaço - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MELGAÇO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.7153734337736 -1.80356012671255)),0
quadra.fid-26cf0271_1572a199e54_1338,38298,Quadras Esportivas nas Escolas - Melgaço - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MELGAÇO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.7153734337736 -1.80356012671255)),0
quadra.fid-26cf0271_1572a199e54_1339,38302,Quadras Esportivas nas Escolas - Novo Repartimento - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,NOVO REPARTIMENTO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-49.95036990519189 -4.24786690328861)),0
quadra.fid-26cf0271_1572a199e54_133a,38302,Quadras Esportivas nas Escolas - Novo Repartimento - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,NOVO REPARTIMENTO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-49.95036990519189 -4.24786690328861)),0
quadra.fid-26cf0271_1572a199e54_133b,38303,Quadras Esportivas nas Escolas - Novo Repartimento - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,NOVO REPARTIMENTO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-49.95036990519189 -4.24786690328861)),0
quadra.fid-26cf0271_1572a199e54_133c,38303,Quadras Esportivas nas Escolas - Novo Repartimento - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,NOVO REPARTIMENTO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-49.95036990519189 -4.24786690328861)),0
quadra.fid-26cf0271_1572a199e54_133d,38304,Quadras Esportivas nas Escolas - Oriximiná - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ORIXIMINÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-55.8584184018277 -1.76024454343922)),0
quadra.fid-26cf0271_1572a199e54_133e,38304,Quadras Esportivas nas Escolas - Oriximiná - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ORIXIMINÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-55.8584184018277 -1.76024454343922)),0
quadra.fid-26cf0271_1572a199e54_133f,38306,Quadras Esportivas nas Escolas - Paragominas - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,PARAGOMINAS,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-47.3531139720335 -3.0024835663532)),0
quadra.fid-26cf0271_1572a199e54_1340,38306,Quadras Esportivas nas Escolas - Paragominas - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,PARAGOMINAS,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-47.3531139720335 -3.0024835663532)),0
quadra.fid-26cf0271_1572a199e54_1341,38307,Quadras Esportivas nas Escolas - Portel - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,PORTEL,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.819867214952396 -1.93674700645131)),0
quadra.fid-26cf0271_1572a199e54_1342,38307,Quadras Esportivas nas Escolas - Portel - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,PORTEL,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-50.819867214952396 -1.93674700645131)),0
quadra.fid-26cf0271_1572a199e54_1343,38308,Quadras Esportivas nas Escolas - Redenção - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,REDENÇÃO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-50.032132628152894 -8.02569307990024)),0
quadra.fid-26cf0271_1572a199e54_1344,38308,Quadras Esportivas nas Escolas - Redenção - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,REDENÇÃO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-50.032132628152894 -8.02569307990024)),0
quadra.fid-26cf0271_1572a199e54_1345,38309,Quadras Esportivas nas Escolas - Santarém - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,SANTARÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.700085056875295 -2.43885006675906)),0
quadra.fid-26cf0271_1572a199e54_1346,38309,Quadras Esportivas nas Escolas - Santarém - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,SANTARÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.700085056875295 -2.43885006675906)),0
quadra.fid-26cf0271_1572a199e54_1347,38310,Quadras Esportivas nas Escolas - Santarém - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,SANTARÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.700085056875295 -2.43885006675906)),0
quadra.fid-26cf0271_1572a199e54_1348,38310,Quadras Esportivas nas Escolas - Santarém - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,SANTARÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.700085056875295 -2.43885006675906)),0
quadra.fid-26cf0271_1572a199e54_1349,38312,Quadras Esportivas nas Escolas - Santarém - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,SANTARÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.700085056875295 -2.43885006675906)),0
quadra.fid-26cf0271_1572a199e54_134a,38312,Quadras Esportivas nas Escolas - Santarém - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,SANTARÉM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-54.700085056875295 -2.43885006675906)),0
quadra.fid-26cf0271_1572a199e54_134b,38313,Quadras Esportivas nas Escolas - Santarém - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,SANTARÉM,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-54.700085056875295 -2.43885006675906)),0
